,school_name,type,math_score,reading_score
18477,Bailey High School,District,89,68
18478,Bailey High School,District,65,97
18479,Bailey High School,District,56,94
18480,Bailey High School,District,61,82
18481,Bailey High School,District,70,85
18482,Bailey High School,District,89,98
18483,Bailey High School,District,94,84
18484,Bailey High School,District,98,68
18485,Bailey High School,District,90,67
18486,Bailey High School,District,65,78
18487,Bailey High School,District,73,79
18488,Bailey High School,District,83,91
18489,Bailey High School,District,60,85
18490,Bailey High School,District,67,68
18491,Bailey High School,District,73,86
18492,Bailey High School,District,99,96
18493,Bailey High School,District,58,69
18494,Bailey High School,District,96,75
18495,Bailey High School,District,77,95
18496,Bailey High School,District,86,79
18497,Bailey High School,District,72,68
18498,Bailey High School,District,93,79
18499,Bailey High School,District,76,89
18500,Bailey High School,District,61,91
18501,Bailey High School,District,66,71
18502,Bailey High School,District,96,93
18503,Bailey High School,District,69,95
18504,Bailey High School,District,97,72
18505,Bailey High School,District,68,75
18506,Bailey High School,District,88,85
18507,Bailey High School,District,74,64
18508,Bailey High School,District,68,64
18509,Bailey High School,District,99,80
18510,Bailey High School,District,97,65
18511,Bailey High School,District,98,76
18512,Bailey High School,District,90,73
18513,Bailey High School,District,60,77
18514,Bailey High School,District,98,79
18515,Bailey High School,District,65,80
18516,Bailey High School,District,56,92
18517,Bailey High School,District,78,79
18518,Bailey High School,District,62,78
18519,Bailey High School,District,66,90
18520,Bailey High School,District,63,89
18521,Bailey High School,District,87,75
18522,Bailey High School,District,94,63
18523,Bailey High School,District,69,91
18524,Bailey High School,District,95,84
18525,Bailey High School,District,55,89
18526,Bailey High School,District,58,82
18527,Bailey High School,District,86,85
18528,Bailey High School,District,66,66
18529,Bailey High School,District,69,78
18530,Bailey High School,District,64,71
18531,Bailey High School,District,62,74
18532,Bailey High School,District,82,75
18533,Bailey High School,District,85,69
18534,Bailey High School,District,65,97
18535,Bailey High School,District,71,84
18536,Bailey High School,District,74,75
18537,Bailey High School,District,84,90
18538,Bailey High School,District,68,97
18539,Bailey High School,District,78,95
18540,Bailey High School,District,88,95
18541,Bailey High School,District,78,84
18542,Bailey High School,District,79,88
18543,Bailey High School,District,92,84
18544,Bailey High School,District,68,74
18545,Bailey High School,District,66,75
18546,Bailey High School,District,60,64
18547,Bailey High School,District,60,78
18548,Bailey High School,District,65,94
18549,Bailey High School,District,60,68
18550,Bailey High School,District,55,87
18551,Bailey High School,District,80,80
18552,Bailey High School,District,56,86
18553,Bailey High School,District,72,96
18554,Bailey High School,District,97,85
18555,Bailey High School,District,68,88
18556,Bailey High School,District,57,79
18557,Bailey High School,District,71,65
18558,Bailey High School,District,59,78
18559,Bailey High School,District,63,67
18560,Bailey High School,District,55,87
18561,Bailey High School,District,88,69
18562,Bailey High School,District,97,81
18563,Bailey High School,District,90,63
18564,Bailey High School,District,65,83
18565,Bailey High School,District,96,94
18566,Bailey High School,District,71,92
18567,Bailey High School,District,70,94
18568,Bailey High School,District,86,71
18569,Bailey High School,District,70,78
18570,Bailey High School,District,78,84
18571,Bailey High School,District,99,88
18572,Bailey High School,District,63,89
18573,Bailey High School,District,64,91
18574,Bailey High School,District,97,64
18575,Bailey High School,District,65,97
18576,Bailey High School,District,56,64
18577,Bailey High School,District,62,85
18578,Bailey High School,District,74,70
18579,Bailey High School,District,55,70
18580,Bailey High School,District,91,74
18581,Bailey High School,District,86,75
18582,Bailey High School,District,68,80
18583,Bailey High School,District,95,67
18584,Bailey High School,District,94,86
18585,Bailey High School,District,79,69
18586,Bailey High School,District,62,92
18587,Bailey High School,District,69,64
18588,Bailey High School,District,78,64
18589,Bailey High School,District,82,87
18590,Bailey High School,District,88,77
18591,Bailey High School,District,94,92
18592,Bailey High School,District,99,73
18593,Bailey High School,District,85,96
18594,Bailey High School,District,70,88
18595,Bailey High School,District,93,67
18596,Bailey High School,District,63,88
18597,Bailey High School,District,83,66
18598,Bailey High School,District,63,96
18599,Bailey High School,District,97,97
18600,Bailey High School,District,83,97
18601,Bailey High School,District,98,93
18602,Bailey High School,District,61,93
18603,Bailey High School,District,92,81
18604,Bailey High School,District,99,89
18605,Bailey High School,District,97,69
18606,Bailey High School,District,97,79
18607,Bailey High School,District,91,68
18608,Bailey High School,District,84,75
18609,Bailey High School,District,99,74
18610,Bailey High School,District,92,63
18611,Bailey High School,District,75,69
18612,Bailey High School,District,99,78
18613,Bailey High School,District,70,68
18614,Bailey High School,District,71,66
18615,Bailey High School,District,59,90
18616,Bailey High School,District,58,80
18617,Bailey High School,District,97,83
18618,Bailey High School,District,80,87
18619,Bailey High School,District,56,88
18620,Bailey High School,District,73,99
18621,Bailey High School,District,86,81
18622,Bailey High School,District,97,94
18623,Bailey High School,District,74,63
18624,Bailey High School,District,97,83
18625,Bailey High School,District,83,79
18626,Bailey High School,District,66,83
18627,Bailey High School,District,68,75
18628,Bailey High School,District,86,71
18629,Bailey High School,District,65,85
18630,Bailey High School,District,73,86
18631,Bailey High School,District,97,89
18632,Bailey High School,District,68,68
18633,Bailey High School,District,56,87
18634,Bailey High School,District,65,76
18635,Bailey High School,District,85,81
18636,Bailey High School,District,96,82
18637,Bailey High School,District,76,64
18638,Bailey High School,District,83,70
18639,Bailey High School,District,83,84
18640,Bailey High School,District,93,86
18641,Bailey High School,District,84,89
18642,Bailey High School,District,79,84
18643,Bailey High School,District,78,80
18644,Bailey High School,District,96,99
18645,Bailey High School,District,99,91
18646,Bailey High School,District,93,94
18647,Bailey High School,District,99,76
18648,Bailey High School,District,94,94
18649,Bailey High School,District,72,67
18650,Bailey High School,District,69,80
18651,Bailey High School,District,93,64
18652,Bailey High School,District,55,73
18653,Bailey High School,District,56,63
18654,Bailey High School,District,76,75
18655,Bailey High School,District,87,96
18656,Bailey High School,District,92,78
18657,Bailey High School,District,58,74
18658,Bailey High School,District,58,70
18659,Bailey High School,District,60,79
18660,Bailey High School,District,85,67
18661,Bailey High School,District,83,67
18662,Bailey High School,District,59,73
18663,Bailey High School,District,77,87
18664,Bailey High School,District,73,63
18665,Bailey High School,District,79,94
18666,Bailey High School,District,77,73
18667,Bailey High School,District,97,67
18668,Bailey High School,District,99,78
18669,Bailey High School,District,93,63
18670,Bailey High School,District,77,69
18671,Bailey High School,District,66,75
18672,Bailey High School,District,83,75
18673,Bailey High School,District,87,89
18674,Bailey High School,District,79,64
18675,Bailey High School,District,93,93
18676,Bailey High School,District,85,93
18677,Bailey High School,District,97,72
18678,Bailey High School,District,68,81
18679,Bailey High School,District,63,76
18680,Bailey High School,District,96,64
18681,Bailey High School,District,91,77
18682,Bailey High School,District,59,75
18683,Bailey High School,District,71,99
18684,Bailey High School,District,90,99
18685,Bailey High School,District,73,87
18686,Bailey High School,District,60,91
18687,Bailey High School,District,83,72
18688,Bailey High School,District,71,88
18689,Bailey High School,District,92,83
18690,Bailey High School,District,99,86
18691,Bailey High School,District,77,93
18692,Bailey High School,District,82,69
18693,Bailey High School,District,95,92
18694,Bailey High School,District,93,73
18695,Bailey High School,District,66,85
18696,Bailey High School,District,81,68
18697,Bailey High School,District,94,87
18698,Bailey High School,District,81,82
18699,Bailey High School,District,83,98
18700,Bailey High School,District,69,86
18701,Bailey High School,District,99,66
18702,Bailey High School,District,84,97
18703,Bailey High School,District,60,87
18704,Bailey High School,District,94,78
18705,Bailey High School,District,98,92
18706,Bailey High School,District,68,91
18707,Bailey High School,District,95,82
18708,Bailey High School,District,63,96
18709,Bailey High School,District,81,82
18710,Bailey High School,District,96,73
18711,Bailey High School,District,93,84
18712,Bailey High School,District,75,90
18713,Bailey High School,District,68,80
18714,Bailey High School,District,98,98
18715,Bailey High School,District,84,83
18716,Bailey High School,District,64,68
18717,Bailey High School,District,85,76
18718,Bailey High School,District,61,91
18719,Bailey High School,District,73,63
18720,Bailey High School,District,99,80
18721,Bailey High School,District,60,90
18722,Bailey High School,District,96,96
18723,Bailey High School,District,89,72
18724,Bailey High School,District,99,80
18725,Bailey High School,District,70,78
18726,Bailey High School,District,96,82
18727,Bailey High School,District,72,98
18728,Bailey High School,District,68,83
18729,Bailey High School,District,74,86
18730,Bailey High School,District,93,71
18731,Bailey High School,District,90,81
18732,Bailey High School,District,57,75
18733,Bailey High School,District,55,93
18734,Bailey High School,District,58,93
18735,Bailey High School,District,65,88
18736,Bailey High School,District,55,97
18737,Bailey High School,District,90,66
18738,Bailey High School,District,83,79
18739,Bailey High School,District,55,75
18740,Bailey High School,District,86,90
18741,Bailey High School,District,98,98
18742,Bailey High School,District,78,80
18743,Bailey High School,District,62,77
18744,Bailey High School,District,74,63
18745,Bailey High School,District,96,72
18746,Bailey High School,District,77,78
18747,Bailey High School,District,80,94
18748,Bailey High School,District,94,97
18749,Bailey High School,District,92,98
18750,Bailey High School,District,67,75
18751,Bailey High School,District,68,89
18752,Bailey High School,District,77,73
18753,Bailey High School,District,94,98
18754,Bailey High School,District,55,63
18755,Bailey High School,District,82,88
18756,Bailey High School,District,62,71
18757,Bailey High School,District,94,76
18758,Bailey High School,District,91,83
18759,Bailey High School,District,78,88
18760,Bailey High School,District,65,81
18761,Bailey High School,District,83,91
18762,Bailey High School,District,60,90
18763,Bailey High School,District,66,83
18764,Bailey High School,District,57,67
18765,Bailey High School,District,93,87
18766,Bailey High School,District,76,76
18767,Bailey High School,District,76,75
18768,Bailey High School,District,68,67
18769,Bailey High School,District,72,68
18770,Bailey High School,District,85,89
